M4-01-01-pi1	V	1	0.04430509461546855	279.64247107456515	2246.8416220705703
M4-01-01-pi1	V	2	0.0886101892309371	274.78900707136563	2359.456624263421
M4-01-01-pi1	V	3	0.13291528384640564	262.0695020665183	2375.0477761074785
M4-01-01-pi1	V	4	0.1772203784618742	271.60773248150207	2352.306114968041
M4-01-01-pi1	V	5	0.22152547307734274	274.5926077881652	2340.5866733314133
M4-01-01-pi1	V	6	0.26583056769281127	268.2259520409653	2373.5950146114646
M4-01-01-pi1	V	7	0.3101356623082798	262.3939809492192	2338.2864138494674
M4-01-01-pi1	V	8	0.3544407569237484	269.3430309687814	2355.2892661035576
M4-01-01-pi1	V	9	0.39874585153921693	276.8734684308384	2380.4837308172487
M4-01-01-pi1	V	10	0.4430509461546855	275.3210301038111	2384.0127490899877
M4-01-01-pi1	V	11	0.48735604077015404	--undefined--	--undefined--
M4-01-01-pi1	i	target	0.24218468701480478	266.31294919480564	2325.585299528956
M4-01-02-ti1	V	1	0.035675481290293035	314.4430542859364	2385.061613064549
M4-01-02-ti1	V	2	0.07135096258058607	311.6611252137834	2401.9091221161248
M4-01-02-ti1	V	3	0.1070264438708791	298.56786625792466	2439.688843500845
M4-01-02-ti1	V	4	0.14270192516117214	295.46818339400374	2431.0188652208994
M4-01-02-ti1	V	5	0.17837740645146516	293.820411962333	2427.1435577661355
M4-01-02-ti1	V	6	0.2140528877417582	289.04514519786505	2438.7524640254937
M4-01-02-ti1	V	7	0.24972836903205126	293.7895135563801	2482.3076432640205
M4-01-02-ti1	V	8	0.2854038503223443	292.7170051856537	2497.392629542116
M4-01-02-ti1	V	9	0.3210793316126373	312.2280572844822	2514.874476555814
M4-01-02-ti1	V	10	0.3567548129029303	309.08064760525434	2543.972810773557
M4-01-02-ti1	V	11	0.3924302941932234	--undefined--	--undefined--
M4-01-02-ti1	i	target	0.19589129431743257	289.89015941948327	2423.9790645884977
M4-01-03-hu2	V	1	0.036311361796713466	428.8526573674038	474.07253009921715
M4-01-03-hu2	V	2	0.07262272359342693	383.7698264572789	537.3428113378221
M4-01-03-hu2	V	3	0.1089340853901404	332.96659689609055	615.78695760901
M4-01-03-hu2	V	4	0.14524544718685387	325.3729298935519	590.1842105258968
M4-01-03-hu2	V	5	0.18155680898356732	336.7244365287418	616.6944800291614
M4-01-03-hu2	V	6	0.2178681707802808	329.1027939640468	638.3615665895077
M4-01-03-hu2	V	7	0.25417953257699427	345.91129360781815	734.3122243223648
M4-01-03-hu2	V	8	0.29049089437370773	336.6049801341593	676.7075399115718
M4-01-03-hu2	V	9	0.3268022561704212	335.5913823658677	678.9679532904611
M4-01-03-hu2	V	10	0.36311361796713465	288.4651262227958	574.5130308504095
M4-01-03-hu2	V	11	0.3994249797638481	--undefined--	--undefined--
M4-01-03-hu2	u	target	0.1995906058960547	341.925656967742	594.4867633789911
M4-01-04-tu2	V	1	0.035508765436745415	302.3147946448998	862.5247857934429
M4-01-04-tu2	V	2	0.07101753087349083	315.9309571389485	841.2480449777116
M4-01-04-tu2	V	3	0.10652629631023625	323.91114132978	878.3903945686693
M4-01-04-tu2	V	4	0.14203506174698166	324.70924361048185	836.181105947502
M4-01-04-tu2	V	5	0.17754382718372708	337.3856869438286	794.1143749391491
M4-01-04-tu2	V	6	0.2130525926204725	315.24740731270765	739.6248350161342
M4-01-04-tu2	V	7	0.2485613580572179	327.14109190160394	725.5030327149751
M4-01-04-tu2	V	8	0.2840701234939633	336.2637733138222	723.3936426094277
M4-01-04-tu2	V	9	0.31957888893070874	338.80918239958	713.4582335858214
M4-01-04-tu2	V	10	0.35508765436745415	366.3126385751357	793.9284205654103
M4-01-04-tu2	V	11	0.39059641980419957	--undefined--	--undefined--
M4-01-04-tu2	u	target	0.19456057436323548	314.1755383535031	744.5533012274692
M4-01-05-pe2	V	1	0.039517647081932526	404.4029245632503	2395.3589589839958
M4-01-05-pe2	V	2	0.07903529416386505	387.757896944024	2320.8771687370354
M4-01-05-pe2	V	3	0.11855294124579757	394.11612184835326	2403.1089707795654
M4-01-05-pe2	V	4	0.1580705883277301	404.08377740262284	2412.6796057848646
M4-01-05-pe2	V	5	0.19758823540966264	411.97450119892835	2275.2804589193615
M4-01-05-pe2	V	6	0.23710588249159514	422.0079576530352	2286.8228442377053
M4-01-05-pe2	V	7	0.2766235295735277	422.55911305596044	2280.003241446134
M4-01-05-pe2	V	8	0.3161411766554602	414.85002508951493	2297.9327622711053
M4-01-05-pe2	V	9	0.3556588237373927	386.4467201421097	2273.9027653348912
M4-01-05-pe2	V	10	0.3951764708193253	373.1263510238829	2313.5060829444124
M4-01-05-pe2	V	11	0.4346941179012578	--undefined--	--undefined--
M4-01-05-pe2	e	target	0.2164570297691778	416.6110295828343	2267.8500333999436
M4-01-06-te4	V	1	0.04059281459253606	405.02311308008507	2131.946080154429
M4-01-06-te4	V	2	0.08118562918507212	425.4389673164219	2315.6906083590725
M4-01-06-te4	V	3	0.12177844377760819	435.84931390378796	2398.2937284299164
M4-01-06-te4	V	4	0.16237125837014424	408.80704811565414	2327.730523923729
M4-01-06-te4	V	5	0.2029640729626803	408.5459631475305	2349.290679532436
M4-01-06-te4	V	6	0.24355688755521637	402.57795522043614	2416.8348968216255
M4-01-06-te4	V	7	0.2841497021477524	384.6718187303332	2318.7458281455424
M4-01-06-te4	V	8	0.3247425167402885	364.40607413258743	2279.699492788523
M4-01-06-te4	V	9	0.36533533133282453	338.2904377010508	2273.4652392627045
M4-01-06-te4	V	10	0.4059281459253606	345.5623253420802	2326.234968005126
M4-01-06-te4	V	11	0.44652096051789664	--undefined--	--undefined--
M4-01-06-te4	e	target	0.22277094332766756	404.63295202932545	2337.9481784034765
M4-01-07-pie3	V	1	0.02869733895235577	273.46094490895814	2548.885776314158
M4-01-07-pie3	V	2	0.05739467790471154	289.51994678739607	2643.8602824884606
M4-01-07-pie3	V	3	0.08609201685706731	326.33100922040035	2664.7008597133326
M4-01-07-pie3	V	4	0.11478935580942308	373.0475668031535	2473.421678518164
M4-01-07-pie3	V	5	0.14348669476177886	433.6478460674944	2423.6314104641
M4-01-07-pie3	V	6	0.17218403371413463	400.0682303272067	2291.43825774229
M4-01-07-pie3	V	7	0.2008813726664904	487.98997853395423	2091.9759592714877
M4-01-07-pie3	V	8	0.22957871161884616	544.2449893876188	1806.6719607714717
M4-01-07-pie3	V	9	0.25827605057120195	606.3986923546053	1711.3204777951591
M4-01-07-pie3	V	10	0.2869733895235577	656.1620141932632	1495.019836682799
M4-01-07-pie3	V	11	0.3156707284759135	--undefined--	--undefined--
M4-01-07-pie3	i	target	0.011089135660746319	--undefined--	--undefined--
M4-01-07-pie3	e	target	0.2667260838478642	636.7001318731948	1925.9793564799932
M4-01-08-tie3	V	1	0.04263875611092293	300.70958936235354	2318.5009403074437
M4-01-08-tie3	V	2	0.08527751222184586	302.9190281817004	2287.4893892231376
M4-01-08-tie3	V	3	0.12791626833276878	321.70941698602473	2231.5012588299246
